nomor,nama_akun,tanggal_komentar,komentar,komentar_preprocessing,label
72,@razersupreme376,2023-09-16T03:07:46Z,Capeklah liat drama polisi konoha...waktu narkoba cuan..dibekingin sendiri..begitu jatah preman kurang..dibongkar ditangkep sendiri..trus pres konference sendiri biar dianggep kerja..sebenernya mau lu apa gitu..tirulah polisi indonesia..jujur santun merakyat dan mengayomi rakyatnya..the best lah polisi indo,capek liat drama polisi konoha waktu narkoba cuan dibekingin jatah preman bongkar ditangkep terus pres konference biar dianggep sebener gitu tiru polisi indonesia jujur santun rakyat ayom rakyat the best polisi indo,negative
73,@kasminsh5473,2023-09-17T20:35:05Z,"Oknom di dlm pemerintah yg dideteksi kecanduan narkoba termasuk teribat jgn di ampuni habisi total, krn penyelundupan msh muncul krn dlm negeri msh ada oknom2 yg kerjasama tdk mungkin dari luar ingin msk kalau di dlm tdk ada yg menampungnya, inteljen sgr grk cepat data oknom dlm negeri yg main narkoba tangkap habisi.smg alloh memudahkan amiin",oknom dalam perintah deteksi candu narkoba ribat jangan ampun habis total karena selundup muncul karena dalam negeri oknom kerjasama tidak msk dalam tidak tampung inteljen sgr grk cepat data oknom dalam negeri main narkoba tangkap habis smg alloh mudah amiin,negative
74,@vivopasid5381,2023-09-15T01:54:07Z,"Semoga Polri balik seperti dulu, yakni dibawah TNI. Kematian orang akibat kesalahan TNI sangat heboh tapi kematian akibat narkoba baik karakter atau nyawa orang  yaaah jutaan oran. Pieee ikiii.",moga polri bawah tni mati akibat salah tni heboh mati akibat narkoba karakter nyawa yaaah juta oran pieee ikiii,negative
75,@infinixbaru7587,2023-09-15T23:21:38Z,"Pak presiden dan Kapolri tolong lah...di Binjai dan kab Langkat sampai sekarang sangat marak yg ditangkap<br>hanya kacungnya, bahkan ka<br>Polda yg SDH diganti pura2<br>membuat statement sedang<br>dikejar/buru tapi kami tau ban<br>Dar tersebut tetap berada di<br>tempat.",presiden kapolri tolong binjai kab langkat marak ditangkapha kacung kapolda sudah ganti statement sedangdikejar buru tau bandar tempat,negative
76,@user-qs1oe1dx9g,2023-09-13T16:36:36Z,Hukum mati semua  barang bukti musnahin kasih tau publik musnahin barang bukti ya,hukum mati barang bukti musnahin kasih tau publik musnahin barang bukti,negative
77,@melliadestriyani704,2023-09-13T05:55:06Z,"Pelaku nya siapa ? Apakah dalang atau otak nya udh tertangkap ? <br>Ayo buka identitas si pelaku,biar rakyat tau pelaku ini kurir nya apa otak nya",laku dalang otak sudah tangkap ayo buka identitas laku biar rakyat tau laku kurir otak,negative
78,@leonardgasby4171,2023-09-13T00:45:17Z,Masih byk perwira juga anggota...yg membuat kasus narkoba tertutup rapi. .ini yg harus di bersihkan...pasti akan mudah utk di ungkap..bravo polisi baik,byk perwira anggota narkoba tutup rapi sih mudah untuk bravo polisi,negative
79,@adisumarno2051,2023-09-16T23:27:33Z,Yg terhormat bapak penegak hukum adiili orang-orang semacam ini dengan hukum yg berlaku karena orang orang semacam ini perusak generasi bangsa hukum merka dengan hukuman yg seberat-beratnya,hormat tegak hukum adiili hukum laku usak generasi bangsa hukum merka hukum berat berat,negative
80,@warsitototo0244,2023-09-13T00:51:43Z,Ketika negara2 asing mengetatkan hukuman mk barang haram tsb mengalir ke negri ini dg anggapan masyarakatnya potensial dan hukuman bs dinego lewat oknum.,negara asing ketat hukum barang haram sebut alir negri dengan anggap masyarakat potensial hukum tawar oknum,negative
81,@suyadi9482,2023-09-13T00:25:25Z,Bapak Kapolri .bapak panglima ..bapak kasad ..3 Matra..dan bapak kabariskrim.dan ulama..sudah waktunya turun tangan untuk menyelamatkan generasi muda Indonesia ..ini sudah urgen kenyataan ini bisa di buktikan dengan jualan di lapas..seorang di hukum masih bisa jualan narkoba di dalam lapas..sungguh naif .pejabat lapas ..terserah pemerintah para bandar dan pemakai ..apakah di rehabilitasi dan pongobatan gratis..agar mereka selamat dari narkoba..kasian mereka..semoga usul ini di tindak lanjuti para pemimpin..kita aamiin...,kapolri panglima kasad matra kabariskrim ulama turun tangan selamat generasi muda indonesia urgen nyata bukti jual lapas hukum jual narkoba lapas sungguh naif jabat lapas serah perintah bandar pakai rehabilitasi pongobatan gratis selamat narkoba kasi moga usul tindak lanjut pimpin aamiin,negative
82,@user-di8hu7ld7d,2023-09-16T03:05:44Z,"Pengedar sabu2 ataau pembunuan rencana , gak usah di hukum mati yang tepat hukumanya  kaki dua lututnya di lubangi ama pluru udah di siapi egrang dua suruh pulah udah ,",peedar sabu ataau pembunuan rencana gak hukum mati hukuma kaki lutut lubang ama pluru sudah siap egrang suruh pulah sudah,negative
83,@taufiqrahman9978,2023-09-13T07:37:13Z,"Nkri dihancurkan oleh pihak2 luar negri yg tdk suka nkri jd negara besar dan kust, mk itu pihak2  yg senang nkri hancur brrkeping2 ,<br>U iti pilpres intinya adalah hancurkan sarang2 narkoba termasuk beking2 pihak keamanan kita dan orang2 yg tdk bertanggung jawab 😂😢",nkri hancur pihak negri tidak suka nkri negara kust pihak senang nkri hancur brrkeping iti pilpres inti hancur sarang narkoba beking aman orang tidak tanggung,negative
84,@andraofficial7182,2023-09-17T08:49:27Z,"boss narkoba tuh pasti di backing sama aparat / orang pemerintah 😂 Kalau yg ketangkep gitu pasti cuma bandar biasa yg cuma dijadiin tumbal, Udah bukan rahasia umum lagi sih kalau ini",boss narkoba backing aparat perintah ketangkep gitu bandar dijadiin tumbal sudah rahasia umum,negative
85,@rendraprakosa4686,2023-09-13T02:35:23Z,"Narkoba sdh merupakan profesi dan ladang duit yg menguntungkan dgn cara yg mudah, meskipun resikonya besar, klo lagi sial ....<br><br>Krn permintaan pasar selalu ada dan bisa dibentuk ....",narkoba sudah profesi ladang duit untung dengan mudah resiko sial karena minta pasar bentuk,negative
86,@swandiyasa6956,2023-09-13T03:37:43Z,"Pertanyaan gua, selesai perkara, uang dan asetnya dikemanain? Dimasukin kas negara atau diapain? Kalo masuk kas negara lumayan buat pembangunan dan kalo bisa buat gaji untuk pengakatan honorer ke pns jadi negara ga terlalu beban karna dapet uang dr ini",saya selesai perkara uang aset dikemanain dimasukin kas negara diapain kas negara lumayan bangun gaji pengakatan honorer pns negara tidak beban karena dapet uang,negative
87,@yasmarnim3788,2023-09-19T14:49:08Z,"Hbs kan semua pengedar Narkotika, yg perusak generasi muda bangsa klo dpt di hkm mati otak yg melancarkan aksidistribusi brg haram ini",hbs peedar narkotika usak generasi muda bangsa dpt hkm mati otak lancar aksidistribusi brg haram,negative
88,@nasibmanik8769,2023-09-13T04:45:17Z,"Bongkar habis jaringan narkoba dan antek antek ilegal .....cara cara cina .....ttpu ,aset aset bayar hutangg nkri hanis subsidi tapi malas narkoba anak banyak istri bamyak merusak warga yg baik dan benar",bongkar habis jaring narkoba antek antek ilegal cina ttpu aset aset bayar hutangg nkri hanis subsidi malas narkoba anak istri bamyak rusak warga,negative
89,@sitayopisitayopi4932,2023-09-16T04:30:45Z,"NARKOBA, perusak generasi bangsa. Hukum harus tegas pada pelaku maupun oknum berpangkat yg melindungi/ becking.<br>NARKOBA, KORUPTOR sama sama perusak, merugikan negara..",narkoba usak generasi bangsa hukum laku oknum pangkat lindung becking narkoba koruptor usak rugi negara,negative
90,@maulanafery25,2023-09-13T13:51:55Z,Mantab Jendral Wahyu sukses selalu dan amanah dalam menjalankan tugas negara<br><br># semoga menjadi Kapolri ...amin ya Robalallamin.,mantab jendral wahyu sukses amanah jalan tugas negara moga kapolri amin robalallamin,positive
91,@user-fx6pj2gl8b,2023-09-19T13:49:17Z,Allah Maha Sang Pencipta dan Allah Maha Mengetahui. Allah Maha Melihat. Allah Maha Kuasa. Allah Maha Pengasih lagi Maha Penyayang. Tegakan yg halal and lakukan dgn ikhlas.,maha sang cipta maha maha maha kuasa maha asih maha sayang tega halal and laku dengan ikhlas,positive
92,@idauswatunhasanah4170,2023-09-13T00:29:41Z,Sudah saatnya dihukum mati...niatnya sdh merusak bangsa Indonesia yg dibangun dgn susah payah.....,hukum mati niat sudah rusak bangsa indonesia bangun dengan susah payah,negative
93,@tatangdanial5199,2023-09-15T23:22:04Z,"Bravo Polri, sikat habis para pelaku dan oknum polri yg terlibat, sekaligus sita seluruh asset yg dimiliki, trims Polri",bravo polri sikat habis laku oknum polri libat sita asset milik trims polri,positive
94,@kahfi7336,2023-09-15T08:13:58Z,"Bagus lah buat bayar utang negara &quot;<br>Pecat saja pak polisi, tni pejabat yang bertelele,, semua Tau itu setiap pejabat daerah Suka makai narkoba dan main prempuan, bukan di jawa saja setiap daerah begitu &quot;bupati walikota.. Polda jambi  sering kecolongan itu..",bagus bayar utang negara pecat polisi tni jabat tele tau jabat daerah suka maka narkoba main prempuan jawa daerah bupati walikota polda jambi colong,negative
95,@cometopapa333,2023-09-13T11:25:48Z,Nanti ilang nya itu hasil barang sitaan .<br>Saya yakin 100 persen .<br>Di polisi konoha .<br>Barang bukti 100 persen tidak fi hancurkan tp dibagi bagi .<br>Saya pasti kan .<br>Polisi polisi itu tidak bersih,hilang hasil barang sita persen polisi konoha barang bukti persen hancur tapi bagi polisi polisi bersih,negative
96,@urmiladewi9138,2023-09-16T07:40:56Z,"Anggota korps baju coklat banyak yang bermain ditempat ini karena ada ikan besar yang menggiurkan demi hidup, dan lupa sudah akan sumpah jabatan yang sudah dilakukan didepan Tuhan diatas kitab suci masing2, Tuhan aja dikhianati apalagi sesama manusia,sekarang Tuhan sdh membuka kebusukan, apalagi yang didustakan.",anggota korps baju coklat main tempat ikan giur hidup lupa sumpah jabat depan tuhan atas kitab suci masing tuhan aja khianat manusia tuhan sudah buka busuk dusta,negative
97,@yantojogja8372,2023-09-13T07:22:28Z,"Kalau bandar narkoba kok tidak di hukum mati,,,apa lagi yg di tangkap cuman kroco² ,nanti menjamur lagik ,maka lebih baik bandar,gembong narkoba tdak di tembak mati ,percumah,apa lagi hukum bisa di beli indnesia akan hancur,karena Narkoba,semoga hukum tegas,aparat pon tegas,,dan bila ada aparat yg membekingi pon harus di tembak mati.karena itu berbahaya bagi NKRI.",bandar narkoba hukum mati tangkap cuman kroco jamur lagik bandar gembong narkoba tidak tembak mati percumah hukum beli indnesia hancur narkoba moga hukum aparat pon aparat beking pon tembak mati bahaya nkri,negative
98,@Hanturimba44,2023-09-15T16:57:47Z,Pabrik bos . masa di gali tersangka tdk dpt pabriknya .. Aduhh lupa kalo narkoba habis  tdk ada lagi job . oke paham maaf,pabrik bos gali sangka tidak dpt pabrik aduhh lupa narkoba habis tidak job oke paham maaf,negative
99,@RiyanTuying-nq8jc,2023-09-13T14:12:43Z,"Denger brita ke gini,bukannya gua seneng malah gua makin benci,,bagaimana mungkin narkoba Berton &quot; Dengan mudahnya masuk negara kita,masih ingat jendral laknat teddy minahasa??",denger brita gin saya neng saya benci narkoba ton mudah negara jendral laknat teddy minahasa,negative
100,@ciongchoirijah7703,2023-09-13T05:35:07Z,"MashaAllah Alhamdulillah, Bravo polisi NKRI, jasamu memberantas peredaran para bandar narkoba,  dan telah menyelamatkan jutaan generasi muda, insyaallah dibalas dengan pahala berlimpah limpah, selalu dilindungi oleh Allah SWT dalam bertugas... <br>Terimakasih Bpk Kapolri beserta jajaran yg menjaga generasi muda dari jeratan narkoba.. <br>Segera musnahkan narkoba yg telah ditemukan",mashaallah alhamdulillah bravo polisi nkri jasa berantas edar bandar narkoba selamat juta generasi muda insyaallah balas pahala limpah limpah lindung swt tugas terimakasih bpk kapolri serta jajar jaga generasi muda jerat narkoba musnah narkoba temu,positive
101,@ellachannel2226,2023-09-12T23:31:34Z,Rusak generasi muda Indonesia anak2 muda pd nyabu semua huhuuu😭tembak mati aja tu org2 yg memikirkan kantongnya sendiri,rusak generasi muda indonesia anak muda nyabu huhuuu tembak mati aja org pikir kantong,negative
102,@yokeagustiranda8826,2023-09-15T20:01:02Z,Gue ngerasa ada hubungan nya sama irjen teddy minahasa logis gak sih.. Dengan teddy udh di tahan jadi gak mulus buat bandar yang lain,saya rasa hubung irjen teddy minahasa logis gak teddy sudah tahan gak mulus bandar,negative
103,@hendriis3254,2023-09-16T07:24:35Z,Janggal. Omzet 10t yg disità ga sampe 100m.... uang tunai nya dmana? Aneh aneh sungguh aneh sekali... sangat aneh kalau melibat tppu.,janggal omzet sit tidak sampai uang tunai mana aneh aneh sungguh aneh aneh libat tppu,negative
104,@AnwarAnwar-tj3cx,2023-09-13T02:41:14Z,MAS GANJAR MUNGKIN  MASIH  ADA FILM PORNO BARANGKALI   MASIH ADA TOLONG DONG  DI PUTAR  KAMI RAKYAT KECIL INGIN NONTON  BER SAMA SAMA MAS GANJAR  BARAGKALI SERU. KALAU NONTON SAMA MAS  GANJAR,mas ganjar film porno barangkali tolong putar rakyat nonton ber mas ganjar baragkali seru nonton mas ganjar,negative
105,@rahadidenis,2023-09-15T16:31:46Z,"Kurang paham sama alurnya...<br>Kalau aset sampek kayak gitu berarti kan dah lama , dan aset sudahvkeburu bnyak. Dan jaringan sudah besar...<br>Kenapa ditangkap?<br>Sebelumnya kan mereka aman aman aja?<br>Sampek bisa punya rumah ,tanah,hotel,gedung,gedungnya disewa. <br>Pasti juga pihak yg terkaita mgkn ratusan orang dari sipil dan non sipil.<br>Kenapa?<br>Trus klo uang hasil sitaanya dipake buat kampanye boleh gak.?<br>Sama itu yg mendesak dri pihak luar atau inisiatif indo.<br>Apakah mungkin didesak dsri kuar negeri trus dikeluarkan tersangka  sebagai kambing hitam. Aset disita 10t padahal aset sebenarnya 50t masih aman karena sudah ada kambing hitamnya...dan tetap bisa berusaha diluar sana.<br>Bagaimana pak?",paham alur aset sampek kayak gitu aset sudahvkeburu banyak jaring tangkap aman aman aja sampek rumah tanah hotel gedung gedung sewa terkaita mgkn ratus sipil non sipil terus uang hasil sitaa dipake kampanye gak desak inisiatif indo desak dsri kuar negeri terus keluar sangka kambing hitam aset sita aset aman kambing hitam usaha luar,negative
106,@demiansumbar4875,2023-09-13T01:33:01Z,Beking nya di tangkap juga ngak pak? Biasanya ada bekingnya tuh..ngak mungkin jaringan narkoba bisa mempunyai aset begitu banyak kalo ngak ada yg mem bekingi..,beking tangkap ngak beking ngak jaring narkoba aset ngak mem beking,negative
107,@acenyukido7729,2023-09-13T11:41:04Z,Barut ooohhh Barutttt.... smg dberantassss habisssss.... ❤❤❤❤❤ smg tdk ad lg cra  pencucian uang lewat daerah2 kecil dgn cra mndketi pribumi....,barut ooohhh barutt smg dberantassss habisssss smg tidak ada lagi cra cuci uang daerah dengan cra mndketi pribumi,negative
108,@armankarman3163,2023-09-13T02:23:06Z,Itu rasanya biasa tidaklah merupakan prestasi pantastis karena ini sudah menjadi tugasnya<br>Yang paling menydihkan adalah perampokan oleh investor terhadap hak hidup masyarakat rempang batam yang didukung oleh pejabat dan aparatur negara,prestasi pantastis tugasnyayang menydihkan ampo investor hak hidup masyarakat rempang batam dukung jabat aparatur negara,negative
109,@suradibinsukemi8402,2023-09-16T09:49:32Z,Seharusnya.bndr.narkoba.ygkna.tgkspdanjelas.yatembakdsja.tspi.byk.cocot.saja.unfangtkjala.spagkjadi.ribut,bndr narkoba ygkna tgkspdanjelas yatembakdsja tspi byk cocot unfangtkjala spagkjadi ribut,negative
110,@kasminsh5473,2023-09-17T20:43:43Z,"Dan sisa2 jns perjudian awam dan elektronik dgn onlaene brantas tuntas, lbh2 yg teroganisir oknom habisi semua, pendekeng di belakangnya habisi sj, jgn takut kalau indonesia ingi jadi negara adidaya dunia.smg alloh memudahkan amiin",sisa jns judi awam elektronik dengan onlaene berantas tuntas lbh teroganisir oknom habis pendekeng belakang habis saja jangan takut indonesia ingi negara adidaya dunia smg alloh mudah amiin,negative
111,@nelawatinelawati4501,2023-09-14T23:24:08Z,"Bnr itu merusak generasi bangsa..dan beban,mslh besar  buat kluarga yg anak ny tersandung dgn mslh ini",benar rusak generasi bangsa beban mslh keluarga anak sandung dengan mslh,negative
112,@mannixmaxell5580,2023-09-13T15:31:50Z,"Pasti ada otak ahli strateginya n bukan FP dia hnya pengendali atau pembuka jalur, Polri harus mencari oknum ahli strateginya n dibungkam total agar next itu ahli g bsa bermain jk sdh dilapas, seperti yg sdh2 mrk dilapas msh bsa bermain",otak ahli strategi kendali buka jalur polri cari oknum ahli strategi bungkam total next ahli bisa main sudah dilapas sdh mereka dilapas bisa main,negative
113,@susisumarni2248,2023-09-13T00:51:09Z,"Sita sampai habis harta Dan asetnya supaya tiada MODAL LAGI, dan hukum mati langsung semuanya biar beri efek jera kpd PELAKU/PENGEDAR LAINNYA.. kalau masih hukuman seumur hidup kemudian sbb Kelakuan baik trs Di beri REMISI tdk akan habis JERA PENGEDAR SABU DINEGERI KITA..",sita habis harta aset tiada modal hukum mati biar efek jera kpd laku peedar hukum umur hidup sbb laku terus remisi tidak habis jera peedar sabu negeri,negative
114,@Candu-video,2023-09-18T09:26:14Z,"Tembak matii saja semua aampah*negara ini pak sampahh sampah yang akan merusak anak cucu kita nanti ,jika diberikan hukuman ringan mereka gak bakal kapok kecuali tembak mati atau di racun saja pak.",tembak mati aampah negara sampahh sampah rusak anak cucu hukum ringan gak kapok kecuali tembak mati racun,negative
115,@rinawates1252,2023-09-13T01:25:58Z,"Wah polisi kita hebat sekali bs sukses menggerebek narkoba dan .....apalagi jumblahnya 10 tliliun wah ,.hebat sekali ..,semoga sukses terusss😊😊😊",polisi hebat sukses gerebek narkoba jumblah tliliun hebat moga sukses terusss,positive
116,@irwansyahkdw4446,2023-09-15T15:58:17Z,"capek denger yg beginian.<br>fery budiman sudah di hukum mati,tapi masih marak.<br>mungkin jaringan gurita fery budiman ada yg meneruskannya.😊",capek denger fery budiman hukum mati marak jaring gurita fery budiman terus,negative
117,@soedrajatdrajat4002,2023-09-15T09:08:25Z,Kalau bisa dan memungkinkan. Para koruptor juga dimiskinkan. Harta kekayaan disita negara. Agar jera dan dihukum seberat-beratnya. Semoga negara membuat peraturan hukumnya. Semoga terlaksana. Aamiin..,koruptor miskin harta kaya sita negara jera hukum berat berat moga negara atur hukum moga laksana aamiin,negative
