komentar,label,komentar_preprocessing
"Bahagia itu ketika :

Dapet notif chat dari doi ❌
Dapet notif voucher diskon dari @gojekindonesia ✔  pic.twitter.com/1kyK6RMR1L",positive,bahagia dapet notif chat doi dapet notif voucher diskon gojekindonesia pic twitter com
"@gojekindonesia pagi min, saya mau complain semalam 30/08/2019 20.53 waktu gopay payday saya beli kopi di kopi janji jiwa gading festival cashback 50% tapi sampai sekarang cashbacknya belum masuk itu gimana ya?  pic.twitter.com/dMEbVGHfMK",positive,gojekindonesia pagi min complain malam waktu gopay payday beli kopi kopi janji jiwa gading festival cashback cashback gimana pic twitter com dmebvghfmk
"@gojekindonesia hi admin, mo nanya voucher 15k dapet 23 yg bayar 45k doang. Kenapa ya kalo dipake cuma kena disc 11k? Min order udah 25k. 🤔",positive,gojekindonesia hi admin mau na voucher dapet bayar doang dipake disc min order sudah
"Hai Fan, silakan buka menu orders kemudian pilih nomor orders dan silakan berikan rating sesuai dengan pelayanan yang Anda dapatkan. Terima kasih ^yun",positive,fan sila buka menu orders pilih nomor orders sila rating sesuai layan dapat terima kasih yun
"Hai Wulan, untuk info lebih lanjut mengenai paylater silakan mengirimkan email ke support@findaya.com ya. Terima kasih ^yun",positive,wulan info paylater sila kirim email support findaya com terima kasih yun
@gojekindonesia mau kasih bapaknya bintang 5 tapi halaman raringnya malah ke close gimana dong :(  pic.twitter.com/XZKpcmXJw9,positive,gojekindonesia kasih bapak bintang halaman raring close gimana pic twitter com xzkpcmxjw
"@gojekindonesia min mau tanya, kalau saya naik gocar terus masuk tol. Pembayaran tolnya bisa dibayar lewat gopay tidak? Maksudnya total pembayarannya itu harga perjalanan+biaya tol.",positive,gojekindonesia min gocar tol bayar tol bayar gopay maksud total bayar harga jalan biaya tol
"@gojekindonesia Pagi Min, mau tanya account gojek saya knp di block ya. Padahal sekalipun blm pernah pakai layanannya (gmn mau pakai lah di block dr awal bikin accountnya juga).",positive,gojekindonesia pagi min account gojek kenapa block blm pakai layan pakai block dr bikin account
"Hai, silakan mengirimkan email ke csgo-life@go-jek.com ya untuk info lebih lanjut. Terima kasih ^yun",positive,sila kirim email csgo life go jek com info terima kasih yun
"pesen makan pake gofood ngojek pake grab bike, adil kan ? @gojekindonesia @GrabID",positive,sen makan pake gofood ngojek pake grab bike adil gojekindonesia grabid
@gojekindonesia @JDid knapa ga dapat Cashback ya??apakah ada kuota??krn baru 1x trx? pic.twitter.com/K6lp9V9nG3,positive,gojekindonesia jdid knapa tidak cashback kuota karena trx pic twitter com
"Hai, agar dapat ditindaklanjuti mohon informasikan nomor telepon Anda yang terdaftar serta alasan Anda untuk hapus akun Gojek melalui DM ya. Tks^fzy",positive,ditindaklanjuti informasi nomor telepon daftar alas hapus akun gojek dm tks fzy
"Sama seperti saya yg katanya menang hadiah Gopay dari @gojekindonesia sekian juta, saldo gopay saya juga ludes, lalu ini bagaimana dgn respon dari Gojek dgn maraknya penipuan seperti ini dan juga SOLUSInya, saya sudah rugi banyak sekali, apakah semua saldo saya bisa kembali/tidak",positive,menang hadiah gopay gojekindonesia sekian juta saldo gopay ludes dengan respon gojek dengan marak tipu solusi rugi saldo
"@gojekindonesia halooo min, ditunggu konfirmasinya ya. Nominal top-up cukup banyak loo, di mention atau dm tidak ada respon semua😊😊",positive,gojekindonesia halooo min tunggu konfirmasi nominal top up loo mention dm respon
"@gojekindonesia selamat pagi min, kok fitur gopaylater saya mendadak tidak ada ya min mhn penjelasan nya 🙏  pic.twitter.com/V87BwoeJEc",positive,gojekindonesia selamat pagi min fitur gopaylater dadak min mhn jelas pic twitter com
@gojekindonesia saya ingin menonaktifkan email saya yang terkait dg akun gojek dengan gmail fuad.rosyadi48@gmail.com,positive,gojekindonesia nonaktif email kait dengan akun gojek gmail fuad gmail com
"@gojekindonesia assalamualaikum, saya tadi baru saja melakukan pengisian gopay, cuman saya saya dipengisian no harusnya di isi ke no 082188736669 tetapi tertulis dan terisi ke no 082188736666 .. apakah saldo saya bisa dikembalika?",positive,gojekindonesia assalamualaikum isi gopay cuman isi no isi no tulis isi no saldo dikembalika
"@gojekindonesia berapa lama pendaftaran merchant GoFood diproses? Sudah hampir dua Minggu belum ada balasan email, sementara rekan kami dr merchant lain setelah 3 hari sudah dapat email balasan dr GoFood",positive,gojekindonesia daftar merchant gofood proses minggu balas email rekan dr merchant email balas dr gofood
gue akun goride malah dpetnya gosend terus dr siang ampe malem..asal penglarisnya gosend terus aja dh tuh ampe malem dikasih send terus😂,positive,saya akun goride dpet gosend dr siang ampe malem laris gosend aja dh ampe malem kasih send
"Suwun banget kangge mas Dwi driver Gojek (Magelang/Jogja ya) , sudah ikhlas dorong motorku begitu jauhnya 🙏 @gojekindonesia @InfoCegatanJgja pic.twitter.com/tWNiI5RTTP",positive,suwun banget kangge mas dwi driver gojek magelang jogja ikhlas dorong motor jauh gojekindonesia infocegatanjgja pic twitter com
"Kurang apa aku?
Demi abang go-food @gojekindonesia ku rela ngampet pup setengah jam
Berat loh pak saya, lebih berat dari menahan api cemburu 
😔",positive,abang go food gojekindonesia ku rela ngampet pup jam berat berat tahan api cemburu
"@gojekindonesia min saya mau tanya kan gopay later saya baru pake bulan ini, kenapa kena cas nya 25rb ya?padahal perasaan kemarin liat tulisannya fee admin buat bulan pertama",positive,gojekindonesia min gopay later pake cas asa kemarin liat tulis fee admin
"Jawabane aplikator: Ah gampang golek mitra driver meneh, sing butuh kerjaan okeh, golek konsumen sing angel..
Yo ora @GrabID @gojekindonesia ??",positive,jawabane aplikator ah gampang golek mitra driver teh sing butuh kerja okeh golek konsumen sing angel yo ora grabid gojekindonesia
Semua kbutuhan rumah tangga sudah ada di tangan @gojekindonesia termasuk blanja n pijet. Sisanya? Tinggal check outin keranjang syopi.,positive,kbutuhan rumah tangga tangan gojekindonesia blanja pijet sisa tinggal check outin keranjang syopi
Kaku beud si respon nya santuy aja kelus Kya admin @GrabID & @gojekindonesia,positive,kaku beud si respon santuy aja kelus kya admin grabid gojekindonesia
Eh gimana gimana.. makin ga bisa makan aja di kampus uang nya cuma buat ongkos😨 semoga engga naik harga ya kalian sahabat setia yg menemani ke kampus tiap hari:)) @GrabID @gojekindonesia  https://twitter.com/kumparan/status/1167250088487309312 …,positive,eh gimana gimana tidak makan aja kampus uang ongkos moga engga harga sahabat setia tani kampus grabid gojekindonesia
"@gojekindonesia haii, ko upgrade akun aku gabisa yaa,, udah upgrade dari lama. Solusinya dong tolong. Makasih",positive,gojekindonesia hai ko upgrade akun gabisa yaa sudah upgrade solusi tolong makasih
"@gojekindonesia tolong itu harga makanan gofood di update, sudah terlalu sering beda harga tertera dengan harga yg ditagih gimana sih",positive,gojekindonesia tolong harga makan gofood update beda harga tera harga tagih gimana
Terima kasih abang gojek @gojekindonesia maaf malem-malem ngeorder gofood karena BM terus ada promoan juga💕💕  pic.twitter.com/YisGVSf01U,positive,terima kasih abang gojek gojekindonesia maaf malem malem ngeorder gofood bm promoan pic twitter com
Oyy jan diem aje luu @gojekindonesia @CCICPolri @infoDISHUB @WalkotDEPOK sapa tau saingan mau bantu @GrabID  atau kaka2 baik dari @psi_id jan lupaa @kaesangp @Chilli_Pari @jokowi @awkarin,positive,oyy jan diem aje luu gojekindonesia ccicpolri infodishub walkotdepok sapa tau saing bantu grabid kaka psiid jan lupaa kaesangp chillipari jokowi awkarin
@gojekindonesia assalamualaikum wr.wb maaf saya mau tanya kenapa ya akun gojek saya ngak bisa dipakai tulisannya ngak bisa digunakan padahal saya mau pakai buat goofood dan ini udah lama ngak bisa hampir 1 tahun apakah ini akun saya 089647456692 nama febr,positive,gojekindonesia assalamualaikum wr wb maaf akun gojek ngak pakai tulis ngak pakai goofood sudah ngak tahun akun nama febr
Cinta banget dah ama @gojekindonesia cuman bayar 9 ribu udah dapet 16 voucher senilai 10k. makin setia pake GOJEK WOYYY (:  pic.twitter.com/Hsxv6smgbX,positive,cinta banget ama gojekindonesia cuman bayar ribu sudah dapet voucher nila setia pake gojek woyyy pic twitter com
"Itu order fiktif, bawa aja barang pesanannya ke kantor @gojekindonesia terus ceritain kronologi sampe semua2nya. Nanti ordernya di cancel by system dari gojek",positive,order fiktif bawa aja barang pesan kantor gojekindonesia ceritain kronologi sampai order cancel by system gojek
"@gojekindonesia mohon bantuan nya dong min, dari kemarin saya mau pesen gobox gabisa terus nih. Setiap pencet location tiba2 malah keluar terus aplikasinya. Kenapa ya min?",positive,gojekindonesia bantu min kemarin sen gobox gabisa pencet location tiba aplikasi min
"Semoga cepat ketemu dgn aman & selamat. Aamiin
@gojekindonesia @gojektech @info_depok @Polresta_Depok",positive,moga cepat ketemu dengan aman selamat aamiin gojekindonesia gojektech infodepok polrestadepok
"@gojekindonesia malam min, saya mau complain. Saya sudah menyelesaikan misi untuk memperoleh gofood voucher 90k tapi kok saya gak dapet gofood vouchernya di rewards saya ya min? Saya mau DM tapi gak tersedia min di akun twitter gojek",positive,gojekindonesia malam min complain selesai misi oleh gofood voucher gak dapet gofood voucher rewards min dm gak sedia min akun twitter gojek
"@gojekindonesia gmnsi mimin gojek,org nanya kok mlh diabaikann terus prtnyaan sy hilang bgtu aja ada apa nih sma gojek?",positive,gojekindonesia gmnsi mimin gojek orang na mlh diabai prtnyaan saya hilang begitu aja sma gojek
@gojekindonesia bisa dibantu perihal pelacakan driver go send? Sudah satu jam setengah paket saya belom sampe.,positive,gojekindonesia bantu perihal lacak driver go send jam paket bom sampai
"Doi sedang menanti balasan email dari @gojekindonesia , ya dibales sih, tp balesannya disuruh menyelesaikan orderan dulu, sedangkan dia takut kalo dia yg cancel ntar malah kena suspend.
Hwaaa kasyan betul",positive,doi balas email gojekindonesia dibales tapi balesan suruh selesai order takut cancel ntar suspend hwaaa kasyan
"mungkin go-send bisa bikin campaign balik

“Ketinggalan bekel masakan dari mama di rumah? Go-send-in aja!”
@gojekindonesia 

hire me.  https://twitter.com/maulanagituri/status/1167103658355388416 …",positive,go send bikin campaign tinggal bekel masakan mama rumah go send in aja gojekindonesia hire me
"@gojekindonesia saya ingin lapor driver menyelesaikan transaksi tanpa mengantar pesanan, saya juga menerima telfon berkali2 utk memberikan sms kode verifikasi dari Gojek. Saya DM info detailnya krn saya coba menelfon call center sangat sibuk sudah bbrp ja",positive,gojekindonesia lapor driver selesai transaksi antar pesan terima telfon berkali untuk sms kode verifikasi gojek dm info detail karena coba menelfon call center sibuk bbrp ja
"@gojekindonesia tolong om gojek lebarin sayap dong di pati gaada gojek, masa kalah saing sama grab🙂",positive,gojekindonesia tolong om gojek lebarin sayap pati gaada gojek kalah saing grab
"Oh gini toh rasanya kena tipu iming2 menang undian gojek @gojekindonesia tolong ya min untuk pelaku penipuan mohon di tindak lanjuti jangan sampai terjadi lagi .
Uang saya dan saldo gopay saya ludes huhu .
Untung uangnya ga banyak 😪",positive,oh gin tipu iming menang undi gojek gojekindonesia tolong min laku tipu tindak lanjut uang saldo gopay ludes huhu untung uang tidak
Kamu bingung uang 9rb dapet makan apa ? Gofood in aja makasih @gojekindonesia  pic.twitter.com/9KmLLs0zTI,positive,bingung uang rb dapet makan gofood in aja makasih gojekindonesia pic twitter com
"Kalopun akhirnya orderan tetap jd diambil, alasan2 basi tersebut (ex: ban bocor, sakit perut, macet) ajaibnya langsung hilang seketika..
Awkward momen sepanjang perjalanan..
Dan lagi2 tidak ada basa basi minta maaf krn sebelumnya sy disuruh cancel..
@GrabID
@gojekindonesia",positive,kalo order ambil alasan basi ex ban bocor sakit perut macet ajaib hilang awkward momen jalan lagi basa basi maaf karena saya suruh cancel grabid gojekindonesia
"@GrabID Masa harus diancam kyk gini terus?
Dan sy memang beberapa kali melakukan hal ini, baru dicancel oleh driver/rider setelah nyampe tujuan/posisi di gps gerak..
Berlaku jg untuk @gojekindonesia ..

Tata krama sudah mulai luntur..
Kalopun memang ga bi",positive,grabid ancam kyk gin saya dicancel driver rider nyampe tuju posisi gps gerak laku juga gojekindonesia tata krama luntur kalo tidak bi
"@gojekindonesia min mau nanya, ini bener ga ya? makasi min  pic.twitter.com/yMvSkvRjpY",positive,gojekindonesia min na bener tidak makas min pic twitter com ymvskvrjpy
thanks for driver @gojekindonesia yg rela dari kaliurang ke mog (3km-an). ramah bgt bapaknya mau balik juga karna akunya di pintu samping mall. makasih banyak bapak dan Gojek 😄  pic.twitter.com/EsDpoKKjro,positive,thanks for driver gojekindonesia rela kaliurang mog km ramah sangat bapak karena aku pintu samping mall makasih gojek pic twitter com esdpokkjro
"@gojekindonesia min, saya baru pertama kali pakai PayLater, tetapi mengapa sudah dikenakan biaya 25 ribu ya?  pic.twitter.com/QPXrzaduds",positive,gojekindonesia min pakai paylater kena biaya ribu pic twitter com qpxrzaduds
"Hai kak Lusiana, kami dari Findaya partner Gojek yang menangani PayLater. Apabila kakak tidak ingin menggunakan PayLater sebagai metode pembayaran, kakak dapat mengganti secara manual metode pembayarannya menjadi GoPay atau tunai pada saat melakukan pemesanan ya. Tks^rno",positive,kak lusiana findaya partner gojek tangan paylater kakak paylater metode bayar kakak ganti manual metode bayar gopay tunai mesan tks rno
"Btw belum pernah ngalamin kayak gini (bayar pakai non tunai, tapi drivernya minta tunai juga) selama order @gojekindonesia pakai @gopayindonesia",positive,btw ngalamin kayak gin bayar pakai non tunai driver tunai order gojekindonesia pakai gopayindonesia
"@gojekindonesia halo admin, mau tanya perihal upgrade gopay. Saya udah lama upgrade gopay dan tinggal tunggu verifikasi tapi sampai sekarang ketika saya check tetap saja masih seperti ini, solusinya bagaimana ya min? 
Terimakasih.  pic.twitter.com/SaHFafC",positive,gojekindonesia admin perihal upgrade gopay sudah upgrade gopay tinggal tunggu verifikasi check solusi min terimakasih pic twitter com sahfafc
"Hai kak, kami dari Findaya partner Gojek yang menangani PayLater, dapat kami informasikan bahwa jatuh tempo atas pembayaran tagihan PayLater adalah setiap akhir bulan. Apabila terdapat keterlambatan dalam melakukan pembayaran, maka akan diberlakukan denda ya. Tks^rno",positive,kak findaya partner gojek tangan paylater informasi jatuh tempo bayar tagih paylater lambat bayar laku denda tks rno
"tag @gojekindonesia 

sudah saatnya fitur gofood, mewajibkan pelanggan harus pakai Go-pay dan tambahan parkir.

1. biar gak pesen fiktif
2. biar gak pesen terus tiba-tiba cancel
3. tidak semua tempat beli makan-minum ada spot khusus gojek harus bayar parkir, dan parkir saat antar",positive,tag gojekindonesia fitur gofood wajib langgan pakai go pay tambah parkir biar gak sen fiktif biar gak sen cancel beli makan minum spot gojek bayar parkir parkir
Yay... Skrg ada option bayar @BiznetHome via @gojekindonesia dapet cashback pula... Neway abis gini via @tokopedia yaaaaa... Bikin tajir perusahaan milik indonesia laaah.. Deal? #supportindonesianbrands pic.twitter.com/cwYIJ5dyVB,positive,yay sekarang option bayar biznethome via gojekindonesia dapet cashback neway habis gin via tokopedia yaaaaa bikin tajir usaha milik indonesia laaah deal supportindonesianbrands pic twitter com
"2 hari ini akun @gojekindonesia gue sempet dibekuin 60menit, gegara gue keseringan cancel go food, pdhl yg sering alesan ya drivernya kejauhan lah, tutup lah, gak ada uang, dll. Gak fair sih mnrt gue, emg gue yg cancel tp setidaknya gojek ngebaca alesannya, gak lgsg main blokir",positive,akun gojekindonesia saya sempet dibekuin gegara saya sering cancel go food alesan driver jauh tutup gak uang gak fair mnrt saya emg saya cancel tapi gojek ngebaca alesan gak lgsg main blokir
"@gojekindonesia
@LinjerCo 

Ximalaya - Podcasting
Tik Tok

& some from EMEA 
@TransferWise
@Spotify",positive,gojekindonesia linjerco ximalaya podcasting tik tok some from emea transferwise spotify
