nama_akun,tanggal_komentar,komentar,komentar_preprocessing,label
papaAntar,2023-09-15T17:28:50Z,Infourourism Tourist Holidays Bali Summit G20 Sandiaga memastikan masih tersedia kamar hotel Sanur Ubud,infourourism tourist holidays bal summit   sandiaga sedia kamar hotel sanur ubud,positive
DamaiSulbar,2023-09-13T04:45:17Z,Masalah Toleransi Radikalisme Terorisme Indonesia Tidak Dapat Meremehkan Indonesia Bali KTT G20 DAMAI LAWANTERORISME,toleransi radikalisme terorisme indonesia remeh indonesia bal k   damai lawanterorisme,neutral
indah_terpesona,2023-09-13T03:04:55Z,Fasilitas Layanan Kesehatan G20 G20Indonesia Summit Recovertogetherrecoverstronger G20Indonesia2022 Groupoftwentyindonesia Bali,fasilitas layan sehat     summit recovertogetherrecoverstronger       groupoftwentyindonesia bal,neutral
Johnss___,2023-09-19T01:32:30Z,Polisi Nasional Polisi Tetap Polisi Nasional Siap Membawa Tugas Keamanan G20 Summit Bali Satu Langkah Program Pemulihan Ekonomi Nasional Meningkatkan Ekonomi Negara,polisi nasional polisi polisi nasional bawa tugas aman   summit bal langkah program pulih ekonomi nasional tingkat ekonomi negara,positive
YvetteM61818117,2023-09-15T16:41:36Z,Pemerintah Memastikan Persiapan Hotel Bali Ahead Peak G20 KTT sesuai G20Indonesia Recovertogetherrecoverstronar G202222 Groupoftwentyindonesia Aceh,perintah siap hotel bal ahead peak   k sesuai   recovertogetherrecoverstronar       groupoftwentyindonesia aceh,neutral
Baliportal_news,2023-09-12T23:05:15Z,Siap SUCCECED G20 KTT PLN Strategi Meningkatkan Keandalan Listrik Bali G20 Listrik Dibibi Luhutbinsarpandjaitan Pln Strategypln,succeced   k pln strategi tingkat andal listrik bal   listrik bibi luhutbinsarpandjaitan pln strategypln,positive
kumparan,2023-09-16T10:18:33Z,"Sandiaga mengatakan persiapan G20 Summit Bali juga koridor, alias trek Kumparantravel",sandiaga siap   summit bal koridor alias trek kumparantravel,neutral
pupr_ciptakarya,2023-09-18T13:14:27Z,Kementerian PUPR Dibangun Infrastruktur Provinsi Bali Persiapan Dukungan Bali Kepresidenan Indonesia KTT G20 November 2022 Area Pengaturan Ditarget,menteri pupr bangun infrastruktur provinsi bal siap dukung bal presiden indonesia k   november     area atur target,neutral
nyeknih,2023-09-15T08:37:29Z,Pemerintah Indonesia terus memancarkan persiapan G20 Summit Bali berjalan dengan lancar.,perintah indonesia pancar siap   summit bal jalan lancar,positive
LizEvan90284057,2023-09-13T00:42:55Z,Pemerintah terus mengantisipasi gangguan jaringan telekomunikasi G20 Summit Bali Sukses Pengembangan Iknsangatu Nangbarahkri,perintah antisipasi ganggu jaring telekomunikasi   summit bal sukses kembang iknsangatu nangbarahkri,neutral
Johnss___,2023-09-14T04:25:57Z,Total 6 826 Personel Menempatkan Poin Nomor Implementasi G20 Summit Bali Mengantisipasi Konferensi Gangguan Potensial.,total     personel tempat poin nomor implementasi   summit bal antisipasi konferensi ganggu potensial,neutral
jpnncom,2023-09-14T03:21:09Z,TNI Polri Diundang Pemimpin Agama Bali Kursus Aman G20 KTT Kombes Bambang Yugo Pamungkas Menanggapi,tni polri undang pimpin agama bal kursus aman   k kombes bambang yugo pamungkas tanggap,positive
DamaiSulbar,2023-09-17T08:02:58Z,Dahulu kala disiapkan dari acara sisi g20 yang diadakan Bali Indonesia Bali KTT DAMAI LAWANTERORISME TANGKALRADIKISME MERDEKA PANCASILARDASNAS NKRIHARGAMATI MALAQBI MELLETEDEYANGANG MANARRARRA SULBARIFO,siap acara sisi   ada bal indonesia bal k damai lawanterorisme tangkalradikisme merdeka pancasilardasnas nkrihargamati malaqbi melletedeyangang manarrarra sulbarifo,negative
sadidawoaini,2023-09-13T00:44:53Z,Pemerintah Menparekraf Sandiaga Uno Memastikan Hotel Bali Siap Selamat Datang G20 G20indonesia RecoverTheRecoverstronar G20Indonesia2022 Groupoftwentyindonesia,perintah menparekraf sandiaga uno hotel bal selamat     recovertherecoverstronar       groupoftwentyindonesia,positive
BentangImaji,2023-09-19T05:15:28Z,"Pastikan Kesiapan Bali Presiden Host Langsung Meninjau Lokasi G20 Pertemuan Presiden Ingin Pastikan Agenda Rinci Pertemuan KTT G20 Agenda Tutup Rapat Internasional, yaitu KTT ASEAN APEC",pasti kesiap bal presiden host tinjau lokasi   temu presiden pasti agenda rinci temu k   agenda tutup rapat internasional k asean apec,positive
KabariGolkar,2023-09-13T02:04:54Z,Sore Bali sekarang mewakili MR. Presiden Joko Widodo Menerima Masyarakat Sipil 20 C20 Communike Menjadi Input Penting Memegang KTT November G20.,sore bal wakil mr presiden joko widodo terima masayarakat sipil    communike input pegang k november  ,positive
Protkons_Kemlu,2023-09-13T05:56:55Z,Direktur Jenderal Protokol Konsuler Didampingi Menteri Koordinasi Marinves Review Ngurah Rai Garu Bandara Wisnu Kencana Tahura Mangrove Persiapan Konteks G20 KTT Bali,direktur jenderal protokol konsuler damping menteri koordinasi marinves review ngurah rai garu bandara wisnu kencana tahura mangrove siap konteks   k bal,positive
masakoyayam,2023-09-12T22:55:04Z,Mari kita mendukung implementasi Summit G20 Indonesia yang diadakan di Bali Partai Popper,mari dukung implementasi summit   indonesia ada bal partai popper,neutral
Spy_Zone85,2023-09-16T07:12:41Z,mari kita melawan berita tipuan usaha berhasil implementasi g20 provinsi bali bali,mari lawan berita tipu usaha hasil implementasi   provinsi bal bal,neutral
21BeritaTerkini,2023-09-12T23:01:43Z,DEPAN G20 LUHUT Summit Pemeriksaan Kesiapan Layanan Bandara Bali,  luhut summit periksa kesiap layan bandara bal,neutral
redidit11,2023-09-19T17:45:32Z,Mengadakan Pertemuan Puncak G20 Negara Bali November 2022 Mendekati Presiden Kabinet Pemimpin Kabinet Menyelesaikan Berbagai Persiapan G20 KTT Merdeka Palace Senin 3 Oktober 2022,ada temu puncak   negara bal november     dekat presiden kabinet pimpin kabinet selesai siap   k merdeka palace senin  oktober    ,neutral
Mmc99934673,2023-09-13T00:33:46Z,siap succed g20 pln summit penargetan relokasi pltg grati bali selesai akhir Oktober,succed   pln summit target relokasi pltg grati bal selesai oktober,positive
kompascom,2023-09-19T01:15:33Z,"Presiden Jokowi Meninjau Lokasi Nomor Mendukung KTT G20 Bali Jokowi, Hampir Siap",presiden jokowi tinjau lokasi nomor dukung k   bal jokowi,positive
DiskominfoPWK,2023-09-13T12:59:49Z,Sampurasun Sobatnet Khusus Berlokasi BICC Westin Resort Nusa Dua Bali Kominfo Media Center Menjadi Dapur G20 Media Center Informasi KTT Mulai beroperasi 13 November 2022 Upaya Membangun Komunikasi Publik yang Semakin Terpadu Terpadu Terpadu,sampurasun sobatnet lokasi bicc westin resort nusa bal kominfo media center dapur   media center informasi k operasi  november     upaya bangun komunikasi publik padu padu padu,positive
DamaiSulbar,2023-09-16T22:28:54Z,artinya jihad luas Bali Indonesia KTT G20 DAMAI LAWANTERORISME TANGKALRADIKISME MERDEKA PANCASILARDAS NKRIHARGAMATI Malaqbi Melletediangang Manakarra Sulbarinfo Sulbarmoderate Polewalim Majene MamuJu MamuJutengah Mamasaah Mamasaah Mamasaah Mamasaah Mamasaah MamasaHah Mamasaah Mamasaah Mamasaah Mamasaah Mamasaah Mamasaah Mamasaah Mamasaah Mamasaah Mamasaah Mamasaah Mamasaah Mamasaah Mamasaah Mamasaah,jihad luas bal indonesia k   damai lawanterorisme tangkalradikisme merdeka pancasilardas nkrihargamati malaqbi melletediangang manakarra sulbarinfo sulbarmoderate polewalim majene mamuju mamujutengah mamasaah mamasaah mamasaah mamasaah mamasaah mamasahah mamasaah mamasaah mamasaah mamasaah mamasaah mamasaah mamasaah mamasaah mamasaah mamasaah mamasaah mamasaah mamasaah mamasaah mamasaah,positive
kumparan,2023-09-24T05:40:53Z,Takuh Ratusan Mobil Listrik G20 Acara KTT Bali Kumparanoto,takuh ratus mobil listrik   acara k bal kumparanoto,neutral
sherlynlyn_,2023-09-13T01:46:24Z,telekomunikasi harus siap dikonfirmasi aman g20 summit bali sukses aman g20indonesia recovertogetherrecoverstronger g20indonesia2022 groupoftwentyindonesia,telekomunikasi konfirmasi aman   summit bal sukses aman   recovertogetherrecoverstronger       groupoftwentyindonesia,positive
wahananewsdotco,2023-09-15T03:53:05Z,siap succed g20 pln summit penargetan relokasi pltg grati bali lengkap akhir Oktober pln ptplnpero pltg,succed   pln summit target relokasi pltg grati bal lengkap oktober pln ptapilnpero pltg,positive
Johnss___,2023-09-14T04:47:38Z,Polisi Nasional Siap Aman Implementasi G20 Summit Bali Upaya,polisi nasional aman implementasi   summit bal upaya,positive
nvroost,2023-09-16T14:06:23Z,Pemerintah Indonesia terus menyelesaikan persiapan G20 Summit Bali Economic.,perintah indonesia selesai siap   summit bal economic,positive
BUMNMamujuJitu,2023-09-19T16:45:44Z,Stasiun Energi Hijau Ges Ready Serve G20 Summit Delegasi Bali November 2022 Kendaraan Kendaraan G20 Aktivitas Sebagian besar menggunakan kendaraan energi ramah lingkungan yang memberi energi pada Anda gespertamindukungung20,stasiun energi hijau ges ready serve   summit delegasi bal november     kendara kendara   aktivitas kendara energi ramah lingkung energi  ,positive
fathannibos,2023-09-15T14:34:15Z,Kursus bangga G20 Summit Bali Sukses Safe G20Indonesia RecovertogetherRecoverstronger G20Indonesia2022 Groupoftwentyindonesia,kursus bangga   summit bal sukses safe   recovertogetherrecoverstronger       groupoftwentyindonesia,positive
saf45817671,2023-09-12T23:19:34Z,"Selain itu, rapat juga membahas rancangan pemimpin yang diadopsi Kepala Kepala Negara Bagian Pemerintah November 2022 Summit Bali, melakukan masalah upaya yang dibahas jalur Sherpa yang disepakati",rapat bahas rancang pimpin adopsi kepala kepala negara perintah november     summit bal upaya bahas jalur sherpa pakat,neutral
Clstamtra,2023-09-15T03:51:14Z,Kominfo Meningkatkan Kualitas Jaringan Telekomunikasi G20 Lokasi KTT Bali,kominfo tingkat kualitas jaring telekomunikasi   lokasi k bal,neutral
Zyanpatra,2023-09-16T07:16:14Z,TNI Polri mengundang para pemimpin agama Bali Secure G20 Summit Kombes Bambang menanggapi,tni polri undang pimpin agama bal secure   summit kombes bambang tanggap,positive
DamaiSulbar,2023-09-15T23:33:19Z,200 Dai Khatib Surabaya menyatakan lawan radikalisme Indonesia Bali KTT G20 DAMAI LAWANTERORISME,   dai khatib surabaya lawan radikalisme indonesia bal k   damai lawanterorisme,neutral
DamaiSulbar,2023-09-17T14:43:41Z,Indonesia Bali KTT G20 DAMAI LAWANTERORISME TANGKALRADIKISME MERDEKA PANCASILILADA NKRIHARGAMATI Malaqbi Melletediangang Manakarra Sulbarinter Sulbarmoderate Polewalimar Majene MamuJu Mamjuuan Mamasa Pasangkaya Topoyo,indonesia bal k   damai lawanterorisme tangkalradikisme merdeka pancasililada nkrihargamati malaqbi melletediangang manakarra sulbarinter sulbarmoderate polewalimar majene mamuju mamjuuan mamasa pasangkaya topoyo,neutral
DamaiSulbar,2023-09-13T12:20:32Z,Mari kita bersatu melindungi Pancasila Indonesia Bali Summit G20 DAMAI LAWANTERORISME TANGKALRADIKISME MERDEKA PANCASILARDI NKRIHARGAMATI MALAQBI MELLETEDEGEDIANGANG MANARRARRA SULBARINFO SULBARMODERAT POLEWALIMAR MAJENE MAMUJU MAMUJUJUGUGOGO MAMUJUJUMAR MAMUJUJUMAR,mari satu lindung pancasila indonesia bal summit   damai lawanterorisme tangkalradikisme merdeka pancasilardi nkrihargamati malaqbi melletedegediangang manarrarra sulbarinfo sulbarmoderat polewalimar majene mamuju mamujujugugogo mamujujumar mamujujumar,neutral
verryprimatama1,2023-09-15T16:07:50Z,Hotel Bali Siap SIMPAN SUMMIT G20 G20Indonesia RecoverTogetherRecoversTronger G20Indonesia2022 Groupoftwentyindonesia Java Barat,hotel bal simpan summit     recovertogetherrecoverstronger       groupoftwentyindonesia java barat,positive
_1mUnknown__,2023-09-16T09:19:30Z,Membuka Konferensi Dunia Ekonomi Kreatif WCCE Dunia ke -3 Kamis 6 Oktober 2022 Presiden Meninjau Infrastruktur Jalan Konstruksi Nusa Dua Provinsi Bali Provinsi Lulus Para Pemimpin Dunia menghadiri KTT G20 November,buka konferensi dunia ekonomi kreatif wcce dunia  kamis  oktober     presiden tinjau infrastruktur jalan konstruksi nusa provinsi bal provinsi lulus pimpin dunia hadir k   november,positive
jpnncom,2023-09-18T17:41:34Z,TNI Polri Diundang Pemimpin Agama Bali Kursus Aman G20 KTT Kombes Bambang Yugo Pamungkas Menanggapi,tni polri undang pimpin agama bal kursus aman   k kombes bambang yugo pamungkas tanggap,positive
CEOfficialID,2023-09-13T00:42:50Z,ke depan G20 Summit Bali DPR cara meningkatkan pertumbuhan ekonomi,  summit bal dpr tingkat tumbuh ekonomi,positive
sandiuno,2023-09-13T04:49:14Z,340 MSM PLANTRAM PENGETAHUAN PENGETAHUAN Tanda seru ganda ganda datang langsung Koleksi Bali NUSA DUA Tinjauan Kegiatan Planogram menjadi Pameran Umkm Culinary Craft Fashion Subsector,   msm plantram tahu tahu tanda seru ganda ganda koleksi bal nusa tinjau giat planogram pamer umkm culinary craft fashion subsector,positive
ramdanglass,2023-09-13T04:51:49Z,Jaringan telekomunikasi g20 summit bali disiapkan gorontalo g20indonesia recovertogetherrecoverstronger g20indonesia2022 groupoftwentyindonesia,jaring telekomunikasi   summit bal siap gorontalo   recovertogetherrecoverstronger       groupoftwentyindonesia,neutral
jawapos,2023-09-17T07:50:02Z,Luhut bertanya pada Bali Terapkan Sekolah WFH Online G20 Summit,luhut bal terap sekolah wfh online   summit,neutral
Gajah_Mada01,2023-09-16T13:46:27Z,Implementasi Dukungan G20 Summit Bali Kominfo Mendukung Telekomunikasi Infrastruktur Peningkatan Kecepatan Internet Seluler 4G Memfasilitasi Pengaturan Jaringan 5G Kabel Udara Persiapan Jaringan Cadangan,implementasi dukung   summit bal kominfo dukung telekomunikasi infrastruktur tingkat cepat internet seluler tidak fasilitas atur jaring tidak kabel udara siap jaring cadang,neutral
inewsdotid,2023-09-12T23:52:59Z,Turis Liburan Bali G20 Summit Sandiaga Uno Kamar Hotel Masih Tersedia Ubud Sanur,turis libur bal   summit sandiaga uno kamar hotel sedia ubud sanur,positive
ilyas09770199,2023-10-08T06:26:53Z,Gangguan Jaringan Telekomunikasi G20 Summit Bali Pengembangan Sukses,ganggu jaring telekomunikasi   summit bal kembang sukses,positive
KartumerahNews,2023-09-13T11:41:43Z,Dukungan G20 AHM KTT Kirim 20 Honda PCX Electric Bali Departemen Transportasi Provinsi,dukung   ahm k kirim  honda pcx electric bal departemen transportasi provinsi,neutral
Ghee_Thok,2023-09-18T09:26:14Z,Presiden Jokowi Ketua Pertemuan Finalisasi Persiapan G20 Summit Bali November 2022,presiden jokowi ketua temu final siap   summit bal november    ,neutral
DivHumas_Polri,2023-09-14T12:58:45Z,Menyambut G20 Summit Bali Polri Disiapkan Nomor Escort Keamanan Mobil Listrik,sambut   summit bal polri siap nomor escort aman mobil listrik,neutral
Johnss___,2023-09-15T16:54:41Z,Puncak G20 KTT Memulihkan Ekonomi Global Diadakan Nusa Dua Bali Beberapa fasilitas penginapan mengakomodasi 21 00 Delegasi,puncak   k pulih ekonomi global ada nusa bal fasilitas inap akomodasi   delegasi,neutral
SafiraTritania,2023-09-17T04:49:53Z,Indonesia Great Welcome Pertamina's Renewable New Energy Mempersiapkan Stasiun Energi Hijau Mendukung KTT G20 Bali,indonesia great welcome pertamina renewable new energy stasiun energi hijau dukung k   bal,positive
antarabiz,2023-09-13T01:55:52Z,Pelatihan mengatasi bandara darurat di depan G20 Bali Summit,latih atas bandara darurat   bal summit,neutral
DiskominfoPWK,2023-09-15T21:11:52Z,Sampurasun Sobatnet Khusus Berlokasi BICC Westin Resort Nusa Dua Bali Kominfo Media Center Menjadi Dapur G20 Media Center Informasi KTT Mulai beroperasi 13 November 2022 Upaya Membangun Komunikasi Publik yang Semakin Terpadu Terpadu Terpadu,sampurasun sobatnet lokasi bicc westin resort nusa bal kominfo media center dapur   media center informasi k operasi  november     upaya bangun komunikasi publik padu padu padu,positive
sonyakei_,2023-09-17T13:24:08Z,Berpartisipasi Keberhasilan G20 Summit Denpasar Kominfo Mengundang Masalah Pertarungan Masyarakat Palsu Let's Fight News Masalah Salah Urutan Sukses Implementasi G20 Summit Bali Provinsi,partisipasi hasil   summit denpasar kominfo undang tarung masayarakat palsu let fight news salah urut sukses implementasi   summit bal provinsi,negative
KemensetnegRI,2023-09-14T23:21:55Z,4 Pertemuan juga membahas kesiapan Bali detail sumur sesi g20 KTT kemudian Indonesia berharap hasil keseluruhan diskusi g20 pemimpin dapat meringkas sederhana 34 paragraf, temu bahas kesiap bal detail sumur sesi   k indonesia harap hasil diskusi   pimpin ringkas sederhana  paragraf,neutral
motorplusweekly,2023-09-13T07:40:59Z,20 Honda PCX Tangan Listrik Pt Ahm Bali Dishub Motorbike G20 Summit, honda pcx tangan listrik pt ahm bal dishub motorbike   summit,neutral
FMB9ID_,2023-09-13T02:12:09Z,Puncak Indonesia G20 Pertemuan NUSA Dua Bali 15 November 16 2022 Harus Mengawal Persiapan Hati -hati Infrastruktur Provisi Rinci Layanan Telekomunikasi Penting Hal penting yang perlu dipastikan berhasil dengan KTT Konferensi Tingkat Tinggi G20.,puncak indonesia   temu nusa bal  november      awal siap hati hati infrastruktur provisi rinci layan telekomunikasi hasil k konferensi tingkat  ,positive
diaharmayanti1,2023-09-13T05:01:19Z,Pemerintah Memastikan Hotel Bali Siap Selamat Datang G20 G20Indonesia RecoverTheRecoverstronger G20Indonesia2022 Groupoftwentyindonesia,perintah hotel bal selamat     recovertherecoverstronger       groupoftwentyindonesia,positive
ber2dulu,2023-09-19T13:49:17Z,Persiapan G20 Summit Sandiaga Uno Paspor Valid 10 Tahun Akses Internasional Bali Dibuka,siap   summit sandiaga uno paspor valid  akses internasional bal buka,neutral
retnosetyow4t,2023-09-15T08:03:59Z,"Presiden Joko Widodo meninjau nomor kesiapan fasilitas fasilitas G20 Bali 2022 Summit. Presiden berharap persiapan membawa G20 Bali 2022 Summit, berjalan dengan lancar",presiden joko widodo tinjau nomor kesiap fasilitas fasilitas   bal     summit presiden harap siap bawa   bal     summit jalan lancar,positive
persbhayangkar2,2023-09-13T18:00:52Z,Peran Polisi Bali Hubungan Masyarakat Implementasi Informasi Tombak Presisi KTT G20,peran polisi bal hubung masayarakat implementasi informasi tombak presisi k  ,neutral
tauberitamedia,2023-09-15T22:52:10Z,Presiden Joko Widodo Jokowi Meninjau Nomor Fasilitas Kesiapan Dukungan G20 Bali 2022 Acara KTT,presiden joko widodo jokowi tinjau nomor fasilitas kesiap dukung   bal     acara k,neutral
